Periode;tsel_area;tsel_regional;tsel_branch;sto;Order_Type;SLA_Threshold_Hours;reference_for_counting;reason_of_reference;Duration_Hours;SLA_Status
202605;TREG 3;SOLO JATENG TIMUR;KLATEN;KLX;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);390,09;Not Comply
202605;TREG 3;SEMARANG JATENG UTARA;SEMARANG;BMK;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);464,09;Not Comply
202605;TREG 3;SEMARANG JATENG UTARA;SEMARANG;GNK;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);30,09;Not Comply
202605;TREG 2;PRIANGAN BARAT;CIANJUR;CJR;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);8,49;Comply
202605;TREG 3;JATIM TIMUR;PASURUAN;PSN;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);6,49;Comply
202605;TREG 2;BANTEN;CIKUPA;CKA;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 5;SULBAGSEL;PALOPO;PLP;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);11,77;Comply
202605;TREG 2;BANDUNG;PADALARANG;PDL;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 5;SULBAGSEL;SITOR;SID;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);128,78;Not Comply
202605;TREG 5;SULBAGSEL;MAKASSAR;PNK;create;48,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 1;RIAU;RIKEP;BTC;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);7,06;Comply
202605;TREG 3;JATIM TIMUR;JOMBANG;POS;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 1;SUMUT;KISARAN;TJB;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);53,64;Not Comply
202605;TREG 4;KALSELTENG;TANJUNG TABALONG;BRI;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);18,13;Comply
202605;TREG 4;KALTIMTARA;BONTANG;STT;create;48,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);18,44;Comply
202605;TREG 4;KALTIMTARA;BULUNGAN BERAU;TRD;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 3;SURAMADU;SURABAYA UTARA;BBE;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);40,82;Not Comply
202605;TREG 4;KALTIMTARA;BULUNGAN BERAU;TRD;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 5;SUMALUT;AMBON;ABO;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 2;BANTEN;CIPUTAT;CPA;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 2;JAKARTA INNER;JAKBAR;PLM;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);42,37;Not Comply
202605;TREG 4;KALTIMTARA;BONTANG;BOT;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 1;ACEH;ACEH;BNA;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 1;RIAU;RIKEP;LBJ;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 1;SUMUT;MEDAN;SPM;create;48,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 4;KALTIMTARA;TARAKAN;TRK;create;48,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 4;KALTIMTARA;BONTANG;BOT;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 3;BALI;DENPASAR UTARA;SMY;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);122,59;Not Comply
202605;TREG 1;ACEH;LHOKSEUMAWE;TKN;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);506,83;Not Comply
202605;TREG 2;PRIANGAN BARAT;CIBINONG;CLS;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);2,87;Comply
202605;TREG 1;RIAU;RIKEP;BTC;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);26,92;Not Comply
202605;TREG 4;KALSELTENG;BANJARMASIN;KYG;create;48,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 4;KALSELTENG;BANJARMASIN;ULI;create;48,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 2;JAKARTA OUTER;JAKTIM;PDK;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);20,08;Comply
202605;TREG 4;KALSELTENG;BANJARBARU;MTP;create;48,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);3,13;Comply
202605;TREG 1;SUMUT;MEDAN;PDB;create;48,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);3,20;Comply
202605;TREG 4;KALSELTENG;BANJARMASIN;KYG;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 4;KALTIMTARA;BULUNGAN BERAU;TSL;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 5;SULBAGSEL;SITOR;RTP;create;48,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 2;JAKARTA CENTRUM;JAKPUS;CPP;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);267,39;Not Comply
202605;TREG 3;NUSA TENGGARA;ATAMBUA;KLH;create;48,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);164,47;Not Comply
202605;TREG 1;RIAU;RIKEP;BTC;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 4;KALTIMTARA;TARAKAN;JWT;create;48,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 2;BANTEN;PASAR BARU;CPD;create;48,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);3,73;Comply
202605;TREG 3;SEMARANG JATENG UTARA;SEMARANG;MJE;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 4;KALTIMTARA;SAMARINDA;SMR;create;48,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 2;JAKARTA INNER;JAKBAR;KDY;create;48,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 1;RIAU;RIDAR;PBB;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 2;BEKASI KARAWANG;BEKASI;BEK;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 1;RIAU;DUMAI;DUM;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);68,98;Not Comply
202605;TREG 2;PRIANGAN BARAT;KUJANG;SPL;create;48,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 2;BEKASI KARAWANG;CIKARANG;BGG;create;48,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 3;YOGYA JATENG SELATAN;YOGYAKARTA;KEN;create;48,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);2,17;Comply
202605;TREG 2;JAKARTA OUTER;JAKTIM;PDK;create;48,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 2;BANTEN;RANGKAS-PANDEGLANG;RKS;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 2;BANTEN;PASAR BARU;CPD;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);28,17;Not Comply
202605;TREG 4;KALTIMTARA;SAMARINDA;SEM;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 2;JAKARTA OUTER;JAKTIM;CWA;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);4,22;Comply
202605;TREG 2;JAKARTA CENTRUM;JAKPUS;CID;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);4,26;Comply
202605;TREG 4;KALSELTENG;PALANGKARAYA;PLK;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);52,49;Not Comply
202605;TREG 2;PRIANGAN BARAT;DEPOK;SKJ;create;48,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);23,53;Comply
202605;TREG 3;JATIM BARAT;KEDIRI;MJT;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);47,53;Not Comply
202605;TREG 4;KALTIMTARA;SAMARINDA;SMR;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);28,61;Not Comply
202605;TREG 2;JAKARTA OUTER;JAKTIM;GAN;create;48,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);4,62;Comply
202605;TREG 4;BALIKPAPAN;BALIKPAPAN;GSA;create;48,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);4,76;Comply
202605;TREG 2;BANDUNG;BANDUNG;GGK;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 4;KALSELTENG;BANJARMASIN;ULI;create;48,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 3;YOGYA JATENG SELATAN;PURWOKERTO;SUK;create;48,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 3;SEMARANG JATENG UTARA;SEMARANG;MJP;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 2;BEKASI KARAWANG;PURWAKARTA;CKP;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,08;Comply
202605;TREG 2;PRIANGAN BARAT;DEPOK;DEP;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 5;SULBAGSEL;MAROS;SUD;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);74,25;Not Comply
202605;TREG 4;KALSELTENG;PANGKALAN BUN;PBU;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 4;KALSELTENG;TANJUNG TABALONG;TJL;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 1;SUMBAR JAMBI;SUMBAR;LBY;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);46,30;Not Comply
202605;TREG 4;KALBAR;PONTIANAK;SRY;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);24,30;Not Comply
202605;TREG 4;KALSELTENG;MUARA TEWEH;MTW;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);5,32;Comply
202605;TREG 4;KALSELTENG;BANJARBARU;BBR;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 3;BALI;DENPASAR SELATAN;JBR;create;48,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 3;YOGYA JATENG SELATAN;BANTUL;BTL;create;48,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);52,42;Not Comply
202605;TREG 3;SOLO JATENG TIMUR;SOLO;KRT;create;48,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 2;PRIANGAN BARAT;CIBINONG;BJD;create;48,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 2;BEKASI KARAWANG;KARAWANG;TLJ;create;48,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 3;SURAMADU;SURABAYA UTARA;KBL;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 2;JAKARTA INNER;JAKBAR;CKG;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 3;SURAMADU;SURABAYA UTARA;KNN;create;48,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,52;Comply
202605;TREG 4;KALSELTENG;SAMPIT;SAI;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 2;JAKARTA OUTER;JAKTIM;PSR;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);53,57;Not Comply
202605;TREG 2;PRIANGAN TIMUR;BANJAR;BNJ;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 3;YOGYA JATENG SELATAN;YOGYAKARTA;KEN;create;48,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 4;KALTIMTARA;BONTANG;STT;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,64;Comply
202605;TREG 2;BEKASI KARAWANG;CIKARANG;BGG;create;48,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 3;YOGYA JATENG SELATAN;YOGYAKARTA;PGR;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 2;PRIANGAN BARAT;KUJANG;SPL;create;48,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 2;JAKARTA OUTER;JAKSEL;CPE;create;48,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 3;BALI;DENPASAR UTARA;UBN;create;48,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 4;KALSELTENG;PALANGKARAYA;PLK;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 2;BEKASI KARAWANG;BEKASI;PDE;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 2;BEKASI KARAWANG;BEKASI;KRA;create;48,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);30,08;Comply
202605;TREG 2;BANDUNG;PADALARANG;PDL;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);1,17;Comply
202605;TREG 2;JAKARTA OUTER;JAKTIM;KRG;create;48,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 4;KALSELTENG;TANJUNG TABALONG;TJL;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 4;KALSELTENG;TANJUNG TABALONG;BRI;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);30,21;Not Comply
202605;TREG 5;SULBAGSEL;PARE-PARE;PRE;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);2,25;Comply
202605;TREG 2;BANTEN;PASAR BARU;CPD;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);6,34;Comply
202605;TREG 2;BANDUNG;BANDUNG;TRG;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 2;JAKARTA OUTER;JAKTIM;GAN;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);23,36;Comply
202605;TREG 2;JAKARTA OUTER;JAKTIM;KRG;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);1,43;Comply
202605;TREG 1;RIAU;RIKEP;DGS;create;48,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);1,53;Comply
202605;TREG 2;PRIANGAN BARAT;KUJANG;SPL;create;48,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 3;JATIM TIMUR;SIBO;SIT;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 4;KALSELTENG;BANJARMASIN;KYG;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);78,65;Not Comply
202605;TREG 3;SURAMADU;SURABAYA UTARA;KBL;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 3;SURAMADU;SURABAYA UTARA;MGO;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 1;LAMPUNG BENGKULU;LAMPUNG;TJK;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);239,66;Not Comply
202605;TREG 5;SULBAGSEL;GOWA;SUG;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);6,67;Comply
202605;TREG 5;SULBAGSEL;MAROS;PKN;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 3;SEMARANG JATENG UTARA;UNGARAN;BWE;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);78,79;Not Comply
202605;TREG 5;SULBAGSEL;PALOPO;MLL;create;48,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);100,82;Not Comply
202605;TREG 3;SOLO JATENG TIMUR;SOLO;KRT;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 2;BANDUNG;SUMEDANG;UBR;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);6,91;Comply
202605;TREG 4;KALSELTENG;BANJARBARU;LUL;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 2;BEKASI KARAWANG;BEKASI;PKY;create;48,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 4;KALSELTENG;TANJUNG TABALONG;RTA;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);26,03;Not Comply
202605;TREG 3;SEMARANG JATENG UTARA;SEMARANG;BMK;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);2,03;Comply
202605;TREG 2;PRIANGAN TIMUR;MAJALENGKA;RGA;create;48,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 3;SOLO JATENG TIMUR;SOLO;KRT;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 3;BALI;DENPASAR CENTRUM;KLM;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);2,08;Comply
202605;TREG 2;BEKASI KARAWANG;BEKASI;BEK;create;48,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);2,10;Comply
202605;TREG 3;BALI;DENPASAR CENTRUM;KLM;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);31,11;Not Comply
202605;TREG 3;SEMARANG JATENG UTARA;SEMARANG;MJP;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 4;KALTIMTARA;BONTANG;BLN;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);768,21;Not Comply
202605;TREG 3;JATIM TIMUR;MOJOKERTO;NGI;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 3;JATIM BARAT;MALANG;BLB;create;48,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);7,26;Comply
202605;TREG 3;SURAMADU;MADURA;SPG;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);48,28;Not Comply
202605;TREG 1;SUMBAGSEL;SUMSEL;SGB;create;48,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);24,31;Comply
202605;TREG 2;JAKARTA OUTER;JAKSEL;PSM;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);2,32;Comply
202605;TREG 5;SULBAGSEL;PALOPO;SRK;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 4;KALSELTENG;BANJARMASIN;ULI;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);2,53;Comply
202605;TREG 2;JAKARTA OUTER;JAKTIM;RMG;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 4;KALSELTENG;BANJARMASIN;BJM;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);98,56;Not Comply
202605;TREG 1;RIAU;RIDAR;PBB;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 3;SURAMADU;SURABAYA UTARA;KLN;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);31,70;Not Comply
202605;TREG 4;KALSELTENG;TANJUNG TABALONG;TJL;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 2;JAKARTA OUTER;JAKTIM;CWA;create;48,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,74;Comply
202605;TREG 2;JAKARTA OUTER;JAKTIM;PDK;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);290,75;Not Comply
202605;TREG 3;SURAMADU;SURABAYA SELATAN;JGR;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);2,82;Comply
202605;TREG 4;KALSELTENG;MUARA TEWEH;MTW;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);7,82;Comply
202605;TREG 3;YOGYA JATENG SELATAN;SLEMAN;KLS;create;48,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);7,92;Comply
202605;TREG 2;BANTEN;BANTEN;SEG;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 1;RIAU;TANJUNG PINANG;KMS;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);3,06;Comply
202605;TREG 4;KALTIMTARA;BONTANG;STT;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);147,07;Not Comply
202605;TREG 3;BALI;DENPASAR CENTRUM;SWI;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);75,12;Not Comply
202605;TREG 3;SEMARANG JATENG UTARA;SEMARANG;BMK;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);51,14;Not Comply
202605;TREG 3;BALI;DENPASAR UTARA;MMN;migrate;24,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;TREG 2;BEKASI KARAWANG;BEKASI;KRA;create;48,00;CustomerAssign;bima_customerassign_date tersedia (durasi negatif di-clamp ke 0 = Comply);3,21;Comply
